sequence_id,label,reviewed,afp_type,medoid_type1_id,medoid_type2_id,medoid_type3_id,medoid_type4_id,medoid_afgp_id,medoid_type1_score,medoid_type1_identity,medoid_type1_coverage,medoid_type1_gap_rate,medoid_type2_score,medoid_type2_identity,medoid_type2_coverage,medoid_type2_gap_rate,medoid_type3_score,medoid_type3_identity,medoid_type3_coverage,medoid_type3_gap_rate,medoid_type4_score,medoid_type4_identity,medoid_type4_coverage,medoid_type4_gap_rate,medoid_afgp_score,medoid_afgp_identity,medoid_afgp_coverage,medoid_afgp_gap_rate,medoid_top1_type,medoid_top1_identity,medoid_delta_top1_top2_ident,medoid_top1_type_by_score,medoid_delta_top1_top2_score
XP_034412858.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-65.5,0.4266666666666667,0.42134831460674155,0.0,54.5,0.56,0.8426966292134831,0.0,-55.0,0.5614035087719298,0.3202247191011236,0.0,-44.5,0.5360824742268041,0.5449438202247191,0.0,-355.0,0.34831460674157305,1.0,0.0,type3,0.5614035087719298,0.00140350877192974,type2,99.0
XP_054460925.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-62.0,0.37349397590361444,0.49404761904761907,0.0,32.5,0.5357142857142857,0.8333333333333334,0.0,-59.0,0.5178571428571429,0.3333333333333333,0.0,-39.5,0.5747126436781609,0.5178571428571429,0.0,-356.0,0.38271604938271603,0.9642857142857143,0.0,type4,0.5747126436781609,0.038998357963875185,type2,72.0
XP_044040401.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-70.5,0.4117647058823529,0.3930635838150289,0.0,42.0,0.4444444444444444,0.9364161849710982,0.0,-57.0,0.47540983606557374,0.35260115606936415,0.0,-37.5,0.504950495049505,0.5838150289017341,0.0,-357.0,0.3939393939393939,0.953757225433526,0.0,type4,0.504950495049505,0.02954065898393121,type2,79.5
XP_018535857.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-61.5,0.4788732394366197,0.39664804469273746,0.0,52.5,0.5,0.88268156424581,0.0,-60.0,0.49206349206349204,0.35195530726256985,0.0,-48.0,0.5333333333333333,0.5027932960893855,0.0,-349.5,0.3620689655172414,0.9720670391061452,0.0,type4,0.5333333333333333,0.033333333333333326,type2,100.5
XP_039883227.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-61.0,0.39080459770114945,0.4887640449438202,0.0,51.5,0.5231788079470199,0.848314606741573,0.0,-49.0,0.6428571428571429,0.3146067415730337,0.0,-56.5,0.4368932038834951,0.5786516853932584,0.0,-353.5,0.3735632183908046,0.9775280898876404,0.0,type3,0.6428571428571429,0.11967833491012303,type2,100.5
XP_050925515.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-68.0,0.4246575342465753,0.41954022988505746,0.0,38.5,0.49044585987261147,0.9022988505747126,0.0,-56.0,0.6153846153846154,0.2988505747126437,0.0,-45.5,0.49019607843137253,0.5862068965517241,0.0,-356.0,0.36257309941520466,0.9827586206896551,0.0,type3,0.6153846153846154,0.12493875551200395,type2,84.0
XP_057700026.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-44.5,0.4444444444444444,0.5142857142857142,0.0,47.0,0.5032679738562091,0.8742857142857143,0.0,-50.5,0.49206349206349204,0.36,0.0,-37.0,0.5306122448979592,0.56,0.0,-329.5,0.4367816091954023,0.9942857142857143,0.0,type4,0.5306122448979592,0.02734427104175008,type2,84.0
XP_053182458.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-67.0,0.42528735632183906,0.424390243902439,0.0,27.5,0.5664335664335665,0.697560975609756,0.0,-68.5,0.515625,0.3121951219512195,0.0,-59.5,0.5760869565217391,0.44878048780487806,0.0,-361.0,0.32989690721649484,0.9463414634146341,0.0,type4,0.5760869565217391,0.009653390088172675,type2,87.0
XP_061732356.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-52.5,0.52,0.39893617021276595,0.0,45.0,0.5374149659863946,0.7819148936170213,0.0,-51.0,0.72,0.26595744680851063,0.0,-46.5,0.5555555555555556,0.4787234042553192,0.0,-334.5,0.4010989010989011,0.9680851063829787,0.0,type3,0.72,0.1644444444444444,type2,91.5
XP_034721924.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-57.5,0.36363636363636365,0.5238095238095238,0.0,20.5,0.43661971830985913,0.9659863945578231,0.0,-47.0,0.5370370370370371,0.3673469387755102,0.0,-32.0,0.5227272727272727,0.5986394557823129,0.0,-351.5,0.38095238095238093,1.0,0.0,type3,0.5370370370370371,0.014309764309764383,type2,52.5
XP_061833380.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-48.5,0.4925373134328358,0.43790849673202614,0.0,56.5,0.5033557046979866,0.9738562091503268,0.0,-50.0,0.5471698113207547,0.3464052287581699,0.0,-32.0,0.5454545454545454,0.5751633986928104,0.0,-336.5,0.42483660130718953,1.0,0.0,type3,0.5471698113207547,0.0017152658662092923,type2,88.5
XP_044198414.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-68.0,0.36363636363636365,0.4350282485875706,0.0,44.5,0.4840764331210191,0.8870056497175142,0.0,-57.5,0.5714285714285714,0.3163841807909605,0.0,-42.5,0.44036697247706424,0.615819209039548,0.0,-360.5,0.3389830508474576,1.0,0.0,type3,0.5714285714285714,0.08735213830755229,type2,87.0
XP_030608957.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-68.5,0.3888888888888889,0.4186046511627907,0.0,35.0,0.4807692307692308,0.9069767441860465,0.0,-56.5,0.5079365079365079,0.36627906976744184,0.0,-40.0,0.4811320754716981,0.6162790697674418,0.0,-361.0,0.35502958579881655,0.9825581395348837,0.0,type3,0.5079365079365079,0.02680443246480979,type2,75.0
XP_046888434.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-48.5,0.39285714285714285,0.5714285714285714,0.0,34.0,0.4927536231884058,0.9387755102040817,0.0,-41.0,0.5660377358490566,0.36054421768707484,0.0,-35.0,0.4375,0.6530612244897959,0.0,-338.0,0.4166666666666667,0.9795918367346939,0.0,type3,0.5660377358490566,0.07328411266065077,type2,69.0
XP_026209209.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-55.0,0.36904761904761907,0.525,0.0,63.5,0.5694444444444444,0.9,0.0,-49.0,0.5614035087719298,0.35625,0.0,-35.5,0.4897959183673469,0.6125,0.0,-349.0,0.38125,1.0,0.0,type2,0.5694444444444444,0.008040935672514626,type2,99.0
XP_039883220.1,AFP,0,type2,P07835,P05140,P19608,Q8JI37,P24856,-72.5,0.43333333333333335,0.38461538461538464,0.0,16.0,0.5302013422818792,0.6367521367521367,0.0,-74.0,0.6333333333333333,0.2564102564102564,0.0,-74.0,0.44642857142857145,0.47863247863247865,0.0,-336.5,0.38222222222222224,0.9615384615384616,0.0,type3,0.6333333333333333,0.1031319910514541,type2,88.5
AAA74891.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-31.5,0.5192307692307693,0.5842696629213483,0.0,-39.0,0.48717948717948717,0.8764044943820225,0.0,76.5,0.828125,0.7191011235955056,0.0,-19.5,0.5714285714285714,0.7865168539325843,0.0,-357.0,0.4606741573033708,1.0,0.0,type3,0.828125,0.2566964285714286,type3,96.0
XP_031698236.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-35.5,0.46153846153846156,0.5909090909090909,0.0,-34.0,0.547945205479452,0.8295454545454546,0.0,74.0,0.8125,0.7272727272727273,0.0,-23.5,0.5211267605633803,0.8068181818181818,0.0,-364.0,0.4588235294117647,0.9659090909090909,0.0,type3,0.8125,0.264554794520548,type3,97.5
BAD95781.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-37.0,0.423728813559322,0.6704545454545454,0.0,-37.0,0.5492957746478874,0.8068181818181818,0.0,90.5,0.890625,0.7272727272727273,0.0,-23.5,0.49295774647887325,0.8068181818181818,0.0,-358.0,0.47058823529411764,0.9659090909090909,0.0,type3,0.890625,0.34132922535211263,type3,114.0
AFQ32240.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-35.5,0.40625,0.7272727272727273,0.0,-31.0,0.5189873417721519,0.8977272727272727,0.0,66.5,0.765625,0.7272727272727273,0.0,-28.0,0.4605263157894737,0.8636363636363636,0.0,-359.5,0.45454545454545453,1.0,0.0,type3,0.765625,0.2466376582278481,type3,94.5
BAD95779.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-36.5,0.38095238095238093,0.7241379310344828,0.0,-41.0,0.47368421052631576,0.8735632183908046,0.0,82.0,0.84375,0.735632183908046,0.0,-26.0,0.45569620253164556,0.9080459770114943,0.0,-363.5,0.4578313253012048,0.9540229885057471,0.0,type3,0.84375,0.37006578947368424,type3,108.0
ABA41375.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-36.0,0.34285714285714286,0.813953488372093,0.0,-33.0,0.5333333333333333,0.872093023255814,0.0,42.0,0.625,0.7441860465116279,0.0,-30.0,0.4657534246575342,0.8488372093023255,0.0,-366.0,0.42168674698795183,0.9651162790697675,0.0,type3,0.625,0.09166666666666667,type3,72.0
ABA41372.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-40.0,0.359375,0.7272727272727273,0.0,-46.0,0.5211267605633803,0.8068181818181818,0.0,65.0,0.765625,0.7272727272727273,0.0,-28.0,0.5147058823529411,0.7727272727272727,0.0,-362.5,0.49411764705882355,0.9659090909090909,0.0,type3,0.765625,0.24449823943661975,type3,93.0
ABA41378.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-32.5,0.46551724137931033,0.6590909090909091,0.0,-38.5,0.52,0.8522727272727273,0.0,30.5,0.6666666666666666,0.6818181818181818,0.0,-25.0,0.44155844155844154,0.875,0.0,-347.5,0.5113636363636364,1.0,0.0,type3,0.6666666666666666,0.1466666666666666,type3,55.5
AFQ32238.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-35.5,0.35294117647058826,0.8292682926829268,0.0,-41.5,0.5072463768115942,0.8414634146341463,0.0,57.5,0.7377049180327869,0.7439024390243902,0.0,-23.5,0.5538461538461539,0.7926829268292683,0.0,-362.5,0.45121951219512196,1.0,0.0,type3,0.7377049180327869,0.18385876418663305,type3,81.0
BAD95785.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-30.0,0.4745762711864407,0.6629213483146067,0.0,-40.5,0.4805194805194805,0.8651685393258427,0.0,43.5,0.6825396825396826,0.7078651685393258,0.0,-22.5,0.5066666666666667,0.8426966292134831,0.0,-352.5,0.5,0.9662921348314607,0.0,type3,0.6825396825396826,0.17587301587301585,type3,66.0
ACF39777.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-53.5,0.34831460674157305,0.5668789808917197,0.0,-38.5,0.5670103092783505,0.6178343949044586,0.0,3.5,0.6875,0.40764331210191085,0.0,-32.5,0.4897959183673469,0.6242038216560509,0.0,-341.5,0.44805194805194803,0.9808917197452229,0.0,type3,0.6875,0.1204896907216495,type3,36.0
BAD95782.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-40.0,0.3013698630136986,0.8295454545454546,0.0,-43.0,0.6029411764705882,0.7727272727272727,0.0,32.0,0.6949152542372882,0.6704545454545454,0.0,-28.0,0.49295774647887325,0.8068181818181818,0.0,-356.5,0.5058823529411764,0.9659090909090909,0.0,type3,0.6949152542372882,0.09197407776669997,type3,60.0
AFJ52154.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-36.0,0.3880597014925373,0.7052631578947368,0.0,-39.0,0.4875,0.8421052631578947,0.0,31.5,0.6721311475409836,0.6421052631578947,0.0,-25.5,0.5263157894736842,0.8,0.0,-352.5,0.46808510638297873,0.9894736842105263,0.0,type3,0.6721311475409836,0.1458153580672994,type3,57.0
AFQ32241.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-33.5,0.37681159420289856,0.7666666666666667,0.0,-33.5,0.6164383561643836,0.8111111111111111,0.0,29.5,0.6779661016949152,0.6555555555555556,0.0,-26.0,0.4268292682926829,0.9111111111111111,0.0,-353.0,0.5,1.0,0.0,type3,0.6779661016949152,0.06152774553053164,type3,55.5
AFU88725.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-96.5,0.5054945054945055,0.3127147766323024,0.0,-66.5,0.5255474452554745,0.47079037800687284,0.0,-53.0,0.8095238095238095,0.21649484536082475,0.0,-68.0,0.5675675675675675,0.38144329896907214,0.0,-311.0,0.40217391304347827,0.9484536082474226,0.0,type3,0.8095238095238095,0.241956241956242,type3,13.5
ABA41371.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-40.0,0.29333333333333333,0.8522727272727273,0.0,-46.0,0.44871794871794873,0.8863636363636364,0.0,30.5,0.639344262295082,0.6931818181818182,0.0,-26.5,0.5652173913043478,0.7840909090909091,0.0,-359.5,0.5058823529411764,0.9659090909090909,0.0,type3,0.639344262295082,0.07412687099073423,type3,57.0
1OPS_A,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-29.5,0.46808510638297873,0.734375,0.0,-41.5,0.5892857142857143,0.875,0.0,119.0,0.953125,1.0,0.0,-29.5,0.5614035087719298,0.890625,0.0,-364.0,0.5081967213114754,0.953125,0.0,type3,0.953125,0.3638392857142857,type3,148.5
BAD95788.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-37.5,0.3108108108108108,0.8043478260869565,0.0,-39.0,0.4875,0.8695652173913043,0.0,21.0,0.6065573770491803,0.6630434782608695,0.0,-25.5,0.52,0.8152173913043478,0.0,-360.0,0.4943820224719101,0.967391304347826,0.0,type3,0.6065573770491803,0.08655737704918032,type3,46.5
AFQ32239.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-33.5,0.44642857142857145,0.6222222222222222,0.0,-42.5,0.52,0.8333333333333334,0.0,28.0,0.6229508196721312,0.6777777777777778,0.0,-27.5,0.5,0.8222222222222222,0.0,-356.0,0.4888888888888889,1.0,0.0,type3,0.6229508196721312,0.10295081967213116,type3,55.5
XP_068583583.1,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-41.0,0.3442622950819672,0.7011494252873564,0.0,-45.5,0.5064935064935064,0.8850574712643678,0.0,34.0,0.59375,0.735632183908046,0.0,-36.5,0.4246575342465753,0.8390804597701149,0.0,-381.5,0.3333333333333333,1.0,0.0,type3,0.59375,0.08725649350649356,type3,70.5
1MSI_A,AFP,0,type3,P07835,P05140,P19608,Q8JI37,P24856,-31.0,0.3898305084745763,0.8428571428571429,0.0,-46.0,0.463768115942029,0.9857142857142858,0.0,45.5,0.711864406779661,0.8428571428571429,0.0,-35.5,0.4838709677419355,0.8857142857142857,0.0,-362.5,0.4857142857142857,1.0,0.0,type3,0.711864406779661,0.2261501210653753,type3,76.5
XP_019957605.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-31.0,0.4696969696969697,0.532258064516129,0.0,-37.0,0.5444444444444444,0.7258064516129032,0.0,-32.5,0.5084745762711864,0.47580645161290325,0.0,248.0,1.0,1.0,0.0,-332.5,0.4959349593495935,0.9919354838709677,0.0,type4,1.0,0.4555555555555556,type4,279.0
CAB1444091.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-38.0,0.48148148148148145,0.5,0.0,-44.0,0.5510204081632653,0.6049382716049383,0.0,-47.0,0.47619047619047616,0.3888888888888889,0.0,134.5,0.75,0.7654320987654321,0.0,-333.5,0.41358024691358025,1.0,0.0,type4,0.75,0.19897959183673475,type4,172.5
GAA6215224.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-35.0,0.4827586206896552,0.47540983606557374,0.0,-57.5,0.5196078431372549,0.5573770491803278,0.0,-54.5,0.5833333333333334,0.32786885245901637,0.0,107.5,0.7096774193548387,0.6775956284153005,0.0,-327.5,0.43258426966292135,0.9726775956284153,0.0,type4,0.7096774193548387,0.12634408602150538,type4,142.5
XP_060948750.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-35.5,0.47692307692307695,0.5241935483870968,0.0,-35.5,0.5529411764705883,0.6854838709677419,0.0,-32.5,0.45901639344262296,0.49193548387096775,0.0,131.0,0.6854838709677419,1.0,0.0,-355.0,0.4032258064516129,1.0,0.0,type4,0.6854838709677419,0.1325426944971536,type4,163.5
XP_035038951.2,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-40.0,0.4838709677419355,0.5,0.0,-41.5,0.5444444444444444,0.7258064516129032,0.0,-34.0,0.5,0.46774193548387094,0.0,152.0,0.7419354838709677,1.0,0.0,-349.0,0.43548387096774194,1.0,0.0,type4,0.7419354838709677,0.19749103942652335,type4,186.0
XP_044027161.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-30.0,0.4605263157894737,0.59375,0.0,-39.0,0.49473684210526314,0.7421875,0.0,-25.5,0.5423728813559322,0.4609375,0.0,133.5,0.7016129032258065,0.96875,0.0,-342.0,0.464,0.9765625,0.0,type4,0.7016129032258065,0.1592400218698743,type4,159.0
XP_071357019.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-30.0,0.38823529411764707,0.6640625,0.0,-33.0,0.5208333333333334,0.75,0.0,-36.0,0.5849056603773585,0.4140625,0.0,130.5,0.6935483870967742,0.96875,0.0,-346.5,0.44881889763779526,0.9921875,0.0,type4,0.6935483870967742,0.10864272671941577,type4,160.5
XP_045914014.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-42.5,0.4880952380952381,0.45901639344262296,0.0,-53.0,0.5137614678899083,0.5956284153005464,0.0,-56.0,0.5423728813559322,0.3224043715846995,0.0,101.5,0.6935483870967742,0.6775956284153005,0.0,-329.0,0.40331491712707185,0.9890710382513661,0.0,type4,0.6935483870967742,0.15117550574084204,type4,144.0
XP_035476200.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-25.0,0.4925373134328358,0.5403225806451613,0.0,-43.0,0.4411764705882353,0.8225806451612904,0.0,-32.5,0.49122807017543857,0.4596774193548387,0.0,122.0,0.6612903225806451,1.0,0.0,-343.0,0.4628099173553719,0.9758064516129032,0.0,type4,0.6612903225806451,0.16875300914780933,type4,147.0
XP_039977478.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-36.0,0.4788732394366197,0.5071428571428571,0.0,-31.5,0.5684210526315789,0.6785714285714286,0.0,-36.0,0.5161290322580645,0.44285714285714284,0.0,114.0,0.7,0.8571428571428571,0.0,-339.0,0.48201438848920863,0.9928571428571429,0.0,type4,0.7,0.13157894736842102,type4,145.5
XP_040908940.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-34.0,0.49230769230769234,0.5118110236220472,0.0,-37.0,0.5681818181818182,0.6929133858267716,0.0,-38.5,0.4126984126984127,0.49606299212598426,0.0,125.0,0.7288135593220338,0.9291338582677166,0.0,-335.5,0.4645669291338583,1.0,0.0,type4,0.7288135593220338,0.1606317411402156,type4,159.0
XP_069555849.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-43.0,0.4266666666666667,0.5067567567567568,0.0,-44.5,0.44545454545454544,0.7432432432432432,0.0,-40.0,0.49206349206349204,0.42567567567567566,0.0,107.0,0.6612903225806451,0.8378378378378378,0.0,-326.5,0.4589041095890411,0.9864864864864865,0.0,type4,0.6612903225806451,0.1692268305171531,type4,147.0
XP_022603083.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-37.5,0.38271604938271603,0.6328125,0.0,-40.5,0.5164835164835165,0.7109375,0.0,-33.0,0.5454545454545454,0.4296875,0.0,117.0,0.6974789915966386,0.9296875,0.0,-342.0,0.4609375,1.0,0.0,type4,0.6974789915966386,0.1520244461420932,type4,150.0
XP_030596528.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-25.0,0.4375,0.6451612903225806,0.0,-34.0,0.5747126436781609,0.7016129032258065,0.0,-34.0,0.56,0.4032258064516129,0.0,114.5,0.680672268907563,0.9596774193548387,0.0,-337.0,0.4793388429752066,0.9758064516129032,0.0,type4,0.680672268907563,0.10595962522940217,type4,139.5
XP_070778364.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-36.5,0.39473684210526316,0.6031746031746031,0.0,-42.5,0.5108695652173914,0.7301587301587301,0.0,-26.0,0.5254237288135594,0.46825396825396826,0.0,121.0,0.7327586206896551,0.9206349206349206,0.0,-342.5,0.46774193548387094,0.9841269841269841,0.0,type4,0.7327586206896551,0.20733489187609577,type4,147.0
XP_028251607.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-31.5,0.3855421686746988,0.6484375,0.0,-37.5,0.4948453608247423,0.7578125,0.0,-33.0,0.5166666666666667,0.46875,0.0,114.0,0.6890756302521008,0.9296875,0.0,-342.0,0.4645669291338583,0.9921875,0.0,type4,0.6890756302521008,0.17240896358543412,type4,145.5
XP_031152063.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-56.0,0.42045454545454547,0.4731182795698925,0.0,-59.0,0.43089430894308944,0.6612903225806451,0.0,-54.5,0.6666666666666666,0.27419354838709675,0.0,85.0,0.6532258064516129,0.6666666666666666,0.0,-336.5,0.40217391304347827,0.989247311827957,0.0,type3,0.6666666666666666,0.013440860215053752,type4,139.5
XP_028317203.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-41.5,0.40476190476190477,0.5562913907284768,0.0,-47.5,0.42727272727272725,0.7284768211920529,0.0,-31.0,0.5932203389830508,0.39072847682119205,0.0,107.0,0.7,0.7947019867549668,0.0,-316.0,0.49324324324324326,0.9801324503311258,0.0,type4,0.7,0.10677966101694913,type4,138.0
XP_068432256.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-30.0,0.45569620253164556,0.6171875,0.0,-43.5,0.44329896907216493,0.7578125,0.0,-34.5,0.5272727272727272,0.4296875,0.0,106.5,0.6290322580645161,0.96875,0.0,-337.5,0.4645669291338583,0.9921875,0.0,type4,0.6290322580645161,0.1017595307917889,type4,136.5
XP_060915486.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-42.5,0.5,0.4858757062146893,0.0,-51.5,0.4956521739130435,0.6497175141242938,0.0,-53.0,0.532258064516129,0.3502824858757062,0.0,85.0,0.6451612903225806,0.7005649717514124,0.0,-314.0,0.45454545454545453,0.9943502824858758,0.0,type4,0.6451612903225806,0.11290322580645162,type4,127.5
XP_029298442.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-39.0,0.4266666666666667,0.5859375,0.0,-42.0,0.4842105263157895,0.7421875,0.0,-37.5,0.5294117647058824,0.3984375,0.0,112.5,0.7155172413793104,0.90625,0.0,-342.0,0.4409448818897638,0.9921875,0.0,type4,0.7155172413793104,0.18610547667342803,type4,150.0
XP_053190891.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-37.5,0.4492753623188406,0.5390625,0.0,-39.0,0.5581395348837209,0.671875,0.0,-28.5,0.5,0.46875,0.0,108.0,0.6864406779661016,0.921875,0.0,-345.0,0.4330708661417323,0.9921875,0.0,type4,0.6864406779661016,0.12830114308238072,type4,136.5
XP_054461761.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-45.0,0.44285714285714284,0.546875,0.0,-45.0,0.46938775510204084,0.765625,0.0,-31.5,0.5254237288135594,0.4609375,0.0,103.5,0.6209677419354839,0.96875,0.0,-346.5,0.4330708661417323,0.9921875,0.0,type4,0.6209677419354839,0.09554401312192451,type4,135.0
XP_067355942.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-37.5,0.3448275862068966,0.6796875,0.0,-36.0,0.45794392523364486,0.8359375,0.0,-31.5,0.5344827586206896,0.453125,0.0,102.0,0.6554621848739496,0.9296875,0.0,-343.5,0.4330708661417323,0.9921875,0.0,type4,0.6554621848739496,0.12097942625325997,type4,133.5
XP_032392228.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-46.5,0.41379310344827586,0.5403726708074534,0.0,-51.0,0.4716981132075472,0.6583850931677019,0.0,-45.0,0.5925925925925926,0.33540372670807456,0.0,85.5,0.6209677419354839,0.7701863354037267,0.0,-334.5,0.40993788819875776,1.0,0.0,type4,0.6209677419354839,0.028375149342891315,type4,130.5
XP_042362595.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-35.0,0.3875,0.6349206349206349,0.0,-35.0,0.48514851485148514,0.8015873015873016,0.0,-30.5,0.5357142857142857,0.4444444444444444,0.0,106.0,0.639344262295082,0.9682539682539683,0.0,-350.0,0.4344262295081967,0.9682539682539683,0.0,type4,0.639344262295082,0.10362997658079631,type4,136.5
ATQ63802.1,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-38.5,0.32222222222222224,0.7258064516129032,0.0,-40.0,0.49473684210526314,0.7661290322580645,0.0,-35.5,0.4444444444444444,0.43548387096774194,0.0,89.0,0.5725806451612904,1.0,0.0,-350.5,0.4462809917355372,0.9758064516129032,0.0,type4,0.5725806451612904,0.07784380305602723,type4,124.5
XP_006787962.2,AFP,0,type4,P07835,P05140,P19608,Q8JI37,P24856,-52.0,0.5061728395061729,0.40703517587939697,0.0,-55.0,0.5350877192982456,0.5728643216080402,0.0,-56.5,0.6,0.3015075376884422,0.0,60.5,0.6386554621848739,0.5979899497487438,0.0,-331.0,0.41450777202072536,0.9698492462311558,0.0,type4,0.6386554621848739,0.03865546218487392,type4,112.5
